page_title,change_from_last_week
2023 Haryana riots,11
Pokiri,8
Ganges,7
Sai Pallavi,7
Chera dynasty,6
Battle of Anandpur (1704),6
Rajinikanth,5
Meitei people,5
Komati (caste),5
Chandragupta Maurya,4
