page_title,users_reverted_past_1_week
2023 Haryana riots,11
Pokiri,9
I-League,7
Ganges,7
Sai Pallavi,7
Rajinikanth,6
Meitei people,6
Chera dynasty,6
Battle of Anandpur (1704),6
Jailer (film),5
