page_title,users_reverted_past_1_week
Next Indian general election,7
2023 Manipur violence,6
Indian National Developmental Inclusive Alliance,5
2023 Rajasthan Legislative Assembly election,5
Maharashtra Legislative Assembly,3
Bharatiya Janata Party,3
Samajwadi Party,3
Communist Party of India (Marxist),3
Oommen Chandy,3
Ramanathapuram (Lok Sabha constituency),3
