page_title,users_reverted_past_1_week
Brahmāstra: Part One – Shiva,29
Thank God (film),14
Karan Johar,11
Raksha Bandhan,11
Fear Factor: Khatron Ke Khiladi 12,10
Nangeli,10
Cobra (upcoming film),9
Project K (film),8
South Asia,8
Liger (film),8
