page_title,users_reverted_past_1_week
2022 Gujarat Legislative Assembly election,9
Rajya Sabha,8
Goa Legislative Assembly,6
Krishnam Raju,6
Draupadi Murmu,5
Uniform Civil Code,5
Mizoram Legislative Assembly,5
"Louis Mountbatten, 1st Earl Mountbatten of Burma",4
2022 Indian Rajya Sabha elections,4
Partition of India,3
