page_title,users_reverted_past_1_week
Tek Fog,8
Vivek Agnihotri,4
2022 Himachal Pradesh Legislative Assembly election,4
Telangana Legislative Assembly,4
"Louis Mountbatten, 1st Earl Mountbatten of Burma",4
2022 Gujarat Legislative Assembly election,3
Tamil Nadu Legislative Assembly,3
Ayodhya,3
Lok Sabha,3
Bhutan–India relations,3
