page_title,change_from_last_week
Tek Fog,8
"Louis Mountbatten, 1st Earl Mountbatten of Burma",3
Lok Sabha,3
Bhutan–India relations,3
Azam Khan (politician),3
2022 Himachal Pradesh Legislative Assembly election,2
Telangana Legislative Assembly,2
Ayodhya,2
Sonia Gandhi,2
Lal Bahadur Shastri,2
