page_title,users_reverted_past_1_week
2024 Jharkhand Legislative Assembly election,7
2024 Maharashtra Legislative Assembly election,5
Uddhav Thackeray,5
Tamilaga Vettri Kazhagam,4
Mahatma Gandhi,4
Vallabhbhai Patel,3
J. Karunanithi,3
Omar Abdullah,2
Mithun Chakraborty,2
Lal Bahadur Shastri,2
