page_title,change_from_last_week
Uddhav Thackeray,5
Mahatma Gandhi,3
Vallabhbhai Patel,3
J. Karunanithi,3
All India Majlis-e-Ittehadul Muslimeen,2
Shashi Tharoor,2
Vishwanath Pratap Singh,2
Jaya Bachchan,2
Mohammad Farooq Chishti,2
Union Public Service Commission,2
