page_title,users_reverted_past_1_week
Bhool Bhulaiyaa 3,35
Sharda Sinha,17
Bigg Boss (Hindi TV series) season 18,15
Mukund Varadarajan,10
Kanguva,9
Amravati,9
Thalapathy 69,8
Shyamala Gopalan,8
Vijayanagara Empire,8
Citadel (Indian TV series),8
