page_title,users_reverted_past_1_week
2023 Indian Premier League,17
Innocent (actor),16
Dasara (film),13
Leo (2023 Indian film),11
Vivian Dsena,11
Jamnabai Narsee School,10
Fighter (2024 film),10
Sikhs,9
India national football team,9
K. M. Joseph,9
