page_title,change_from_last_week
Bhimavaram (Assembly constituency),11
Tekkali Assembly constituency,11
Mangalagiri (Assembly constituency),9
Rajahmundry Rural Assembly constituency,8
Pithapuram Assembly constituency,7
Coimbatore Lok Sabha constituency,6
Amethi (Lok Sabha constituency),5
Kuppam Assembly constituency,5
Kottayam Lok Sabha constituency,4
Palakollu Assembly constituency,4
