page_title,users_reverted_past_1_week
Beast (2022 Indian film),19
Varisu,11
Bigg Boss (Tamil season 6),10
Veena Malik,9
Ashoka,8
Maharana Pratap,8
Ahmed Raza Khan Barelvi,8
Valimai,8
Ugly Aur Pagli,7
Ali Baba: Dastaan-E-Kabul,7
