page_title,change_from_last_week
Jayaprada,7
Jammu & Kashmir National Conference,4
Om Prakash Chautala,4
Hindutva pseudohistory,4
Janata Party,3
Narendra Modi,3
Muradnagar Assembly constituency,3
Sobha Surendran,3
Huseyn Shaheed Suhrawardy,2
N. Chandrababu Naidu,2
