page_title,users_reverted_past_1_week
Zakir Hussain (musician),20
Bigg Boss (Hindi TV series) season 18,18
Pushpa: The Rise,14
Vishal (actor),12
Ravichandran Ashwin,11
Bhool Bhulaiyaa 3,10
Martin (2023 film),8
Āryāvarta,8
Pushpa 2: The Rule,7
Thalapathy 69,7
