page_title,change_from_last_week
Zakir Hussain (musician),20
Vishal (actor),11
Ravichandran Ashwin,11
Bhool Bhulaiyaa 3,10
Āryāvarta,8
Martin (2023 film),7
Jawan (film),6
Varalaru,5
Shubman Gill,5
Sukerchakia Misl,5
