page_title,change_from_last_week
Bigg Boss (Tamil TV series) season 8,64
Fateh (2025 film),28
Pushpa 2: The Rule,15
Emergency (2025 film),11
Kajari,11
Madha Gaja Raja,10
Kalki 2898 AD,10
Anuj Dhar,9
Kumbh Mela,8
Vanangaan,8
