page_title,change_from_last_week
Sita Ramam,10
Ram Setu (film),9
Suryakumar Yadav,9
Parag Agrawal,7
Raghav Juyal,7
Rani Durgavati,7
Cobra (upcoming film),6
2.0 (film),6
Kiara Advani,6
Battle of Koregaon,6
