page_title,users_reverted_past_1_week
Sita Ramam,21
Cobra (upcoming film),14
Ram Setu (film),11
Brahmāstra: Part One – Shiva,10
Beast (2022 Indian film),10
Suryakumar Yadav,9
Bhuvneshwar Kumar,8
Parag Agrawal,8
2.0 (film),7
Raghav Juyal,7
