page_title,change_from_last_week
Ashok Gehlot,8
2022 Indian National Congress presidential election,6
Attorney-General for India,4
Sachin Pilot,3
Syed Ali Shah Geelani,3
Kalyan Singh,3
National Students' Union of India,3
Rinshad Reera,2
Narmada Bachao Andolan,2
Next Bihar Legislative Assembly election,2
