page_title,users_reverted_past_1_week
2023 Rajouri attacks,8
Kota Srinivasa Rao,6
India–Nepal relations,4
Peasants and Workers Party of India,3
Ramesh Chandra Jena (politician),3
2002 Gujarat riots,2
Pawan Kalyan,2
Chandra Shekhar Dubey,2
M. G. Ramachandran,2
M. S. Golwalkar,2
