page_title,users_reverted_past_1_week
Air India Flight 171,25
2026 Men's T20 World Cup,13
The RajaSaab,11
IIT Delhi,11
Akshay Nanavati,10
2024 Reasi attack,9
Nimisha Priya,9
Retro (film),8
Asrani,8
B. Saroja Devi,8
