page_title,change_from_last_week
Bhagwant Mann,14
2022 Gujarat Legislative Assembly election,4
Murder of Kanhaiya Lal,3
Draupadi Murmu,3
Sidhu Moose Wala,3
"Louis Mountbatten, 1st Earl Mountbatten of Burma",3
Alauddin Khalji,3
Maharashtra Navnirman Sena,3
2022 Indian presidential election,3
Mahua Moitra,3
