page_title,users_reverted_past_1_week
Bhagwant Mann,15
Murder of Kanhaiya Lal,10
Draupadi Murmu,6
2008 Mumbai attacks,5
Swarajya (magazine),5
All India Anna Dravida Munnetra Kazhagam,4
Sidhu Moose Wala,4
2022 Gujarat Legislative Assembly election,4
Agnipath Scheme,3
2022 BJP Muhammad remarks controversy,3
