page_title,users_reverted_past_1_week
2023 Tripura Legislative Assembly election,12
Manish Sisodia,6
Eknath Shinde,5
Next Meghalaya Legislative Assembly election,5
Deep Sidhu,5
Amritpal Singh Khalsa,4
All India Anna Dravida Munnetra Kazhagam,4
2023 Karnataka Legislative Assembly election,4
Bharatiya Janata Party,4
West Bengal Legislative Assembly,4
