page_title,change_from_last_week
2023 Tripura Legislative Assembly election,8
Manish Sisodia,6
Deep Sidhu,5
Bharatiya Janata Party,4
West Bengal Legislative Assembly,4
Atique Ahmed,4
Subhas Chandra Bose,3
Next Telangana Legislative Assembly election,3
"Citizenship (Amendment) Act, 2019",3
Nagaland Legislative Assembly,3
