page_title,users_reverted_past_1_week
Cinema of India,19
Theri (film),10
Yash (actor),10
Delhi,10
Sachin Shroff,9
Shilpa Shinde,9
Women's Indian Premier League,8
2023 Indian Premier League,8
Baahubali (franchise),8
Sati Sadhani,7
