page_title,change_from_last_week
Gulab Chand Kataria,12
Shiv Sena (UBT),6
All India Anna Dravida Munnetra Kazhagam,5
Prajwal Revanna,5
Left Democratic Front,4
Bardhaman–Durgapur Lok Sabha constituency,4
United Democratic Front (Kerala),4
Swati Maliwal,3
Balurghat (Lok Sabha constituency),3
Diamond Harbour Lok Sabha constituency,3
