page_title,users_reverted_past_1_week
Manav Bhinder,27
Aranmanai 4,13
Heeramandi,11
Zomi Revolutionary Army,11
Aditi Rao Hydari,9
Aavesham (2024 film),9
Kanguva,9
Turbo (2024 film),8
Desi,7
Maratha Empire,7
