page_title,change_from_last_week
Manav Bhinder,26
Zomi Revolutionary Army,11
Kanguva,9
Aavesham (2024 film),7
Maratha Empire,6
Keerthy Suresh,6
Mughal Empire,6
Battle of Bhopal,6
Turbo (2024 film),5
Arjun Reddy,5
