page_title,change_from_last_week
Maharashtra Legislative Assembly,18
Nationalist Congress Party,7
Bihar Legislative Assembly,5
Ajit Pawar,5
Eknath Shinde,3
Lalu Prasad Yadav,2
Next Telangana Legislative Assembly election,2
National Students' Union of India,2
Next Maharashtra Legislative Assembly election,2
Indira Gandhi,2
