page_title,users_reverted_past_1_week
Gurpatwant Singh Pannun,15
Sikh Empire,11
Kharal,10
Chennai International Airport,9
Indian Institutes of Technology,9
2023 SAFF Championship,8
Fighter (2024 film),8
Salaar,8
Biryani,8
Adipurush,7
