page_title,users_reverted_past_1_week
Maharashtra Legislative Assembly,18
Nationalist Congress Party,7
Bihar Legislative Assembly,5
Ajit Pawar,5
Muhammad Ali Jinnah,3
Lalu Prasad Yadav,3
Next Telangana Legislative Assembly election,3
National Students' Union of India,3
Next Maharashtra Legislative Assembly election,3
Eknath Shinde,3
