page_title,users_reverted_past_1_week
Akhand Bharat,11
Beast (2022 Indian film),11
IndiGo,10
Air India Flight 182,10
Manoj Muntashir,10
Saaho,9
Andaman and Nicobar Islands,8
Cyclone Biparjoy,8
Baahubali: The Beginning,8
Kathua rape case,8
