page_title,change_from_last_week
Manoj Muntashir,10
Air India Flight 182,9
Saaho,8
Kathua rape case,8
Sunil Chhetri,7
Beast (2022 Indian film),6
Guntur,6
Nusrat Jahan,6
Baahubali: The Beginning,5
Tamannaah,5
