page_title,change_from_last_week
Kunwar Danish Ali,8
Ramesh Bidhuri,6
2023 Rajasthan Legislative Assembly election,5
Next Telangana Legislative Assembly election,4
Nari Shakti Vandan Adhiniyam,4
Raghav Chadha,3
Bhagat Singh,3
Maneka Gandhi,3
1984 Indian general election,3
Next Indian general election,2
