page_title,users_reverted_past_1_week
Tiger 3,29
India at the 2022 Asian Games,19
Skanda (film),12
Dunki (film),11
YRF Spy Universe,10
Parineeti Chopra,10
RDX: Robert Dony Xavier,9
The Vaccine War,9
Ganapath: Part 1,7
Leo (2023 Indian film),6
