page_title,change_from_last_week
India at the 2022 Asian Games,18
Tiger 3,16
Skanda (film),10
Parineeti Chopra,10
The Vaccine War,9
YRF Spy Universe,6
Pune,5
Balarama,5
Ramya Krishnan,5
Tiger Zinda Hai,5
