page_title,users_reverted_past_1_week
Communist Party of India (Marxist),6
National Socialist Council of Nagaland,5
Maharashtra Pradesh Youth Congress,4
Samajwadi Party,3
Nandamuri Balakrishna,3
C. N. Annadurai,2
Morarji Desai,2
Chiranjeevi,2
Maqbool Bhat,2
2023–2025 Manipur violence,2
