page_title,change_from_last_week
Communist Party of India (Marxist),5
National Socialist Council of Nagaland,5
Maharashtra Pradesh Youth Congress,4
Samajwadi Party,3
Nandamuri Balakrishna,3
Mahatma Gandhi,2
COVID-19 lockdown in India,2
Maniben Patel,2
All India Anna Dravida Munnetra Kazhagam,2
Madan Mohan Malaviya,2
