page_title,users_reverted_past_1_week
2025 Prayag Maha Kumbh Mela,18
Sanjeev Sanyal,17
2025 Kolkata Knight Riders season,10
Disney+ Hotstar,10
Sports18,10
Kaappaan,9
Air India fleet,9
Star Sports (India),8
Star Jalsha,8
Maddock Films,8
