page_title,change_from_last_week
Sanjeev Sanyal,17
2025 Prayag Maha Kumbh Mela,11
Sports18,10
Air India fleet,9
Disney+ Hotstar,8
Kaappaan,8
Dhadak 2,8
Bigil,7
Star Sports (India),6
Star Jalsha,6
