page_title,change_from_last_week
Subhas Chandra Bose,11
Almora (Lok Sabha constituency),11
Navjot Singh Sidhu,7
Rahul Bajaj,7
Samata Party,6
Michael O'Dwyer,5
Garhwal (Lok Sabha constituency),4
Partition of India,4
J. Jayalalithaa,4
V. K. Sasikala,4
