page_title,change_from_last_week
2025 Indian Premier League,13
Kannada,8
Tej Pratap Yadav,8
Rachel Gupta,8
Banu Mushtaq,7
Mrunal Thakur,7
Kamal Haasan,7
Retro (film),6
Rahul K. P.,6
Shubman Gill,5
