page_title,change_from_last_week
All-India Muslim League,3
All India Anna Dravida Munnetra Kazhagam,3
2022 Bihar caste-based survey,3
Next West Bengal Legislative Assembly election,2
Mahatma Gandhi,2
Indira Gandhi,2
Revolutionary Socialist Party (India),2
Socialist Unity Centre of India (Communist),2
Government of Jammu and Kashmir,2
A. S. Patil (Nadahalli),2
