page_title,users_reverted_past_1_week
Karan Veer Mehra,13
Virat Kohli,9
Sports18,8
Gautam Adani,8
Jana Nayagan,7
The Diplomat (2025 film),7
Jagathy N. K. Achary,7
Bazooka (film),7
Crazxy,7
Shakya,7
