page_title,users_reverted_past_1_week
Rekha Gupta,23
2023–2025 Manipur violence,7
All India Anna Dravida Munnetra Kazhagam,5
Atishi Marlena,5
BJP IT Cell,5
2025 Delhi Legislative Assembly election,4
Sharad Pawar,4
2025 Bihar Legislative Assembly election,4
Parvesh Verma,3
Dravida Munnetra Kazhagam,3
