page_title,change_from_last_week
Sambhaji,14
Pune,12
2025 Kolkata Knight Riders season,10
Bajirao I,9
Battle of Bhupalgarh,9
KL Rahul,6
Pārśvanātha,6
Sacking of Burhanpur (1681),6
Sonam Bajwa,6
Kalinga Institute of Industrial Technology,6
