page_title,change_from_last_week
Rekha Gupta,23
BJP IT Cell,5
Atishi Marlena,4
2025 Bihar Legislative Assembly election,4
Sharad Pawar,3
Foreign policy of the Narendra Modi government,3
Edappadi K. Palaniswami,3
2023–2025 Manipur violence,2
Pranab Mukherjee,2
Lord Mountbatten,2
