page_title,users_reverted_past_1_week
Bhajan Lal Sharma,38
Mohan Yadav,11
Ashok Gehlot,9
Vishnudeo Sai,9
Arvind Limbavali,8
Veerappan,6
Diya Kumari,5
Prem Chand Bairwa,5
Mahua Moitra,4
State legislative councils of India,4
