page_title,users_reverted_past_1_week
Jailer (film),17
Tiger 3,17
Tripti Dimri,14
The Archies (film),14
Toxic (2025 film),13
Cyclone Michaung,12
Sam Bahadur (film),11
Hi Nanna,10
Bobby Deol,10
Sanjay Govil,10
