page_title,users_reverted_past_1_week
Rinku Singh (cricketer),44
2023 Indian Premier League,14
Sarat Chandra Bose,13
14th Dalai Lama,12
Leo (2023 Indian film),11
Pushpa: The Rise,9
Ashoka,8
Tejasswi Prakash,8
Tirupati district,8
YRF Spy Universe,7
