page_title,users_reverted_past_1_week
Atique Ahmed,8
2023 Karnataka Legislative Assembly election,7
Insurgency in Punjab,4
Huseyn Shaheed Suhrawardy,4
Hindu nationalism,4
All India Trinamool Congress,4
Next Rajasthan Legislative Assembly election,4
Jammu and Kashmir National Panthers Party,3
"Louis Mountbatten, 1st Earl Mountbatten of Burma",3
Next Indian general election,3
