page_title,users_reverted_past_1_week
2025 Pahalgam attack,15
2008 Mumbai attacks,5
Next Tamil Nadu Legislative Assembly election,4
Ministry of Jal Shakti,3
Next Assam Legislative Assembly election,3
2025 Bihar Legislative Assembly election,3
Communist Party of India (Marxist),2
Next West Bengal Legislative Assembly election,2
Lord Mountbatten,2
Communist Party of India,2
