page_title,users_reverted_past_1_week
Retro (film),55
Thudarum,36
Kesari Chapter 2,24
HIT: The Third Case,18
Indus River,13
Akshay Chaturvedi,11
2025 India–Pakistan diplomatic crisis,10
Shri Thanedar,9
2025 India–Pakistan border skirmishes,9
Kadamba dynasty,8
