page_title,change_from_last_week
Retro (film),42
Thudarum,32
HIT: The Third Case,17
Akshay Chaturvedi,11
2025 India–Pakistan diplomatic crisis,10
2025 India–Pakistan border skirmishes,9
Shri Thanedar,8
Indus River,5
Kadamba dynasty,5
Dal Lake,5
