page_title,change_from_last_week
Third Modi ministry,11
Pawan Kalyan,6
Chirag Paswan,6
Mohan Charan Majhi,6
Narendra Modi,5
2024 elections in India,4
Annpurna Devi,4
Lalu Prasad Yadav,4
Mansukh Mandaviya,4
Bandi Sanjay Kumar,4
