page_title,users_reverted_past_1_week
YRF Spy Universe,16
Bigil,15
K.G.F: Chapter 2,12
Puli (2015 film),12
Gangubai Kothewali,11
Star Jalsha,11
Rahul Shivshankar,10
Bheemla Nayak,9
Sri Lankan cricket team in India in 2021–22,9
Sanskrit,9
