page_title,users_reverted_past_1_week
Social Democratic Party of India,8
Vivek Agnihotri,5
Vinayak Damodar Savarkar,4
V. K. Sasikala,4
"Right to Information Act, 2005",4
Tek Fog,4
2022 Karnataka hijab row,3
Mohan Babu,3
2008 Mumbai attacks,3
Next Andhra Pradesh Legislative Assembly election,3
