page_title,users_reverted_past_1_week
Kesari Chapter 2,31
Murshidabad violence,21
Pārśvanātha,11
Hanuman Jayanti,11
Varisu,11
The Greatest of All Time,10
Alappuzha Gymkhana,10
Arunachalesvara Temple,9
Laughter Chefs – Unlimited Entertainment,9
"The Waqf (Amendment) Act, 2025",9
