page_title,change_from_last_week
Sukhbir Singh Badal,12
2025 Bihar Legislative Assembly election,4
Bharatiya Janata Party,2
Narendra Modi,2
Ram Janmabhoomi,2
Direct Action Day,2
Communist Party of India (Marxist),2
Babri Masjid,2
S. Ramadoss,2
Next Tamil Nadu Legislative Assembly election,2
