page_title,users_reverted_past_1_week
2024 Indian Premier League,13
Sam Bahadur (film),12
Salaar,10
Dunki (film),10
India national cricket team,9
HITEC City,9
Ishan Kishan,7
Taaza Khabar,7
Madurai Nayak dynasty,7
Sreeleela,6
