page_title,change_from_last_week
Gyanvapi Mosque,22
Jayeshbhai Jordaar,17
Devasahayam Pillai,10
Shailesh Lodha,8
Sivaangi Krishnakumar,7
South India,6
Tiger Shroff,6
Maurya Empire,6
Chavda dynasty,6
Shiva,5
