page_title,users_reverted_past_1_week
Gyanvapi Mosque,23
Jayeshbhai Jordaar,17
Fear Factor: Khatron Ke Khiladi,14
K.G.F: Chapter 2,10
Devasahayam Pillai,10
Lock Upp (Season 1),9
Shiva,8
Shailesh Lodha,8
Pushpa: The Rise,7
South India,7
